,speaker,utterance
13046,A,Right.
13047,A,"Well, I'm a housewife,"
13048,A,"I have three kids,"
13049,A,"and so  um, I get most of my information probably through just the news at six o'clock and then, um, talking with people and just hearing what's going on. ."
13050,B,Uh-huh.
13051,B,Yeah.
13052,B,"Do you watch, do you watch the network, like major network news,"
13053,B,or do you watch like  the MACNEIL LEHRER HOUR?
13054,A,Just the regular channel  just channel eight.
13055,B,"Oh, really."
13056,A,That's our channel here
13057,A,"that's the, um, eyewitness news."
13058,B,Uh-huh.
13059,A,So.
13060,B,"Oh, see channel, where I am channel eight's, um, like public T V,"
13061,B,so it's kind of different.
13062,A,"Oh, uh-huh."
13063,A,Yeah.
13064,B,"I think, I think the, uh,"
13065,B,"I think a lot of the commentators on, like the major networks, like right, it's kind of appropriate right now because of the election stuff going on,"
13066,B,"but, um, it seems that, um, they kind of get to throw their opinions into how they, you know, report on the news."
13067,A,Right.
13068,A,"And I think even in the elections, they choose who they're going to follow and who they're not,"
13069,A,"and basically you know, if a candidate can get them to follow, then the news will, you know, kind of publicize his name."
13070,B,Yeah.
13071,B,"Yeah,"
13072,B,exactly.
13073,A,I don't think that the way I get the news is the right way to get it.
13074,A,I think you get a very lopsided picture of what's going on.
13075,B,"Uh-huh,"
13076,B,"because they can, they can only report on, I mean,"
13077,B,"they give each candidate perhaps, you know, ten second blurbs in which to, you know, to say, you, you just can't get a full picture of, you know their message unless you have time to sit down and and probably read something on it."
13078,A,Right.
13079,A,Right.
13080,A,"And the news, too, it just doesn't, um, cover that many stories,"
13081,A,"I mean, it just covers your basic, you know, violent crimes and, you know, and, and your catastrophes with weather and stuff,"
13082,B,Yeah.
13083,A,"but other than that, you really don't know what's going on."
13084,B,Yeah.
13085,A,"Um, I will read our current letters that come out on elections"
13086,A,"and, I guess I do read that,"
13087,A,"and I do study who's running in our area,"
13088,A,and I do study what's going on in the economy.
13089,A,"It, you know,"
13090,A,"and, I guess I do read other magazines, um, too, to get my information."
13091,B,"What kind of, see,"
13092,B,"I subscribe to like SCIENCE NEWS,"
13093,B,"and that's, that's real good because it gives like a brief summary of, or like the updates, like of what's going on in science without getting into a lot of detail that would, you know, bog me down that I wouldn't know about"
13094,A,Right.
13095,B,"but other than that I don't really read,"
13096,B,"I don't, I don't really subscribe to anything else."
13097,A,I used to read every month a READER'S DIGEST
13098,B,Uh-huh.
13099,A,"but, um, now I guess I just have friends that clip articles"
13100,A,"or if I, you know, am interested in something, of course, during the when we were in war, I read up on that just a little in the newspaper to find out what was going on."
13101,B,"Oh, yeah."
13102,A,"But a lot of the times, I, you know, I wish I had the time to read all the stories in the newspaper,"
13103,A,but I just can't seem to find the time.
13104,B,Yeah.
13105,A,"If they put it out in a video, or on not a video but a cassette tape or something, where you could just listen to it I would do that while I was doing other things."
13106,B,Yeah.
13107,A,"But,"
13108,B,"Well, I remember back during the, uh, during the war, everyone here at work always had the radio or the T V on, because that, they were going constantly with that stuff."
13109,A,Right.
13110,B,"But, uh."
13111,A,"Well, I, um, they even did a story on our news here in Texas on what people wanted to see more of,"
13112,A,and people said that they wanted to see more on outside of Texas news.
13113,A,"You know, we just don't want to hear every night all the killings that went on here in Dallas"
13114,B,Yeah.
13115,A,"that we want to hear what's going on with the economy, what's being done to help it, what's going on in other countries, what's, you know, just more information."
13116,B,"If they reported every, if they reported every violent crime in Atlanta it would take, it would probably take the whole news hour"
13117,A,Yeah.
13118,B,"But, uh."
13119,A,"Well, I guess we'll get pretty good news coverage in a couple of years when you host the, uh, summer olympics"
13120,B,"Oh, yeah,"
13121,B,"that's,"
13122,B,"they start, already they're having like, um,"
13123,B,"in the newspaper they have a section, I think, every now and then, on the Olympics, you know,"
13124,B,"and they've got like a countdown,"
13125,B,it's like sixteen hundred days or something.
13126,A,"I know, we're trying to get tickets to it right now."
13127,B,"Oh, really?"
13128,A,Yeah.
13129,B,That's going to be crazy that time of year here.
13130,B,"But, uh."
13131,A,Yeah.
13132,B,"I can't believe, I mean,"
13133,B,"they're, they're stretching out the Olympic news for that much coverage over,"
13134,B,I guess people want to hear about it.
13135,B,"Also big in the news right now is the Braves, because they're, uh, they're in, you know, spring training or whatever"
13136,A,"Right,"
13137,A,right.
13138,B,and they did so well last year.
13139,A,"Yeah,"
13140,A,"they spent a lot of time, that's another thing, they spend a long time on sports,"
13141,A,"and I think that, um, that's fine, I would like to see more time spent on other things."
13142,B,Yeah.
13143,A,But.
13144,B,"It seems like,"
13145,B,"I don't know,"
13146,B,"they way they do the newscasts, I wish they, they kind of separated it, you know,"
13147,B,if you wanted to watch one thing you could turn to some channel for it
13148,B,but I don't have cable.
13149,A,Dave.
13150,A,What kind of pets do you have?
13151,B,"Oh, we have one rotten cat."
13152,A,One rotten cat
13153,B,"Yeah,"
13154,B,it's my son's cat.
13155,A,I heard a laugh in the background.
13156,B,"Yeah,"
13157,B,that's the boys.
13158,B,They know I don't like it.
13159,A,Don't you like cats?
13160,B,"Well, I like cats."
13161,B,"This, this cat is a, uh, more like a dog."
13162,A,Oh yeah.
13163,B,Yeah
13164,B,"he's, uh, a one owner."
13165,B,He likes one boy in the family and that's about it
13166,A,That's odd.
13167,A,How does he treat the other people?
13168,B,"Just, uh, stays away or runs usually."
13169,A,Wow.
13170,B,"But he follows, he'll follow my oldest son around."
13171,B,"You know when he is in the house, he will come up and he'll jump on his lap,"
13172,B,"but if anybody reaches over to pet him or whatever, he'll just kind of look at them like what are doing."
13173,A,Did he raise him or something?
13174,B,"He's, he, we bought the cat for him"
13175,B,"and so he's, uh, been the one that you know spent the most time with him."
13176,B,"But I, I've never owned a cat like that."
13177,B,I've had cats growing up all the time
13178,B,and you know they are usually either that way with everybody or friendly to everybody
13179,A,Uh-huh.
13180,A,"Huh, that's interesting."
13181,B,"So, it's a weird cat"
13182,A,"Huh. We have a, a mutt."
13183,B,A mutt.
13184,A,"Well, we, we named it Hooper because that's where we got it from."
13185,B,Uh-huh.
13186,A,"Uh, some lady, she, uh,"
13187,A,"a lot of people, uh, uh, drop off abandoned, abandoned pets at her house"
13188,B,Oh.
13189,A,and she use to work for a veterinarian
13190,A,"so she would uh, neuter them give them all their shots"
13191,B,Uh-huh.
13192,A,"and we saw an ad saying it was free,"
13193,A,so we went down there and picked it up
13194,A,"and it's been an excellent dog,"
13195,A,but it's my first dog I've had
13196,A,and we got it because my wife stays here at home alone  while I go to work
13197,B,Uh-huh.
13198,A,so that's mostly why we got it. To keep her company while I am away at work.
13199,B,"So that, is that, is that kind of your child right now?"
13200,A,Uh yeah.
13201,A,"Right now it, it is."
13202,B,You feel like.
13203,A,It's kind of good training.
13204,A,"I mean we have been trying for kids,"
13205,A,"but right now we haven't had any,"
13206,B,"Oh, uh-huh."
13207,A,"but it's pretty good training, I think really, keeps her on her toes"
13208,B,"Have, have you had dogs before?"
13209,A,"Uh, my brother has."
13210,A,"Uh, we didn't do a lot with them."
13211,A,"Uh, I never felt like it was mine or anything,"
13212,A,you couldn't do anything.
13213,B,Uh-huh.
13214,A,"But, I mean, that did, did more responsibility. When its yours and not your brother's"
13215,B,Yeah.
13216,A,"But,"
13217,B,"Well, I just, uh, we've, you know"
13218,B,"when I was growing up I had, we always had a dog"
13219,B,"and we had mostly mutts,"
13220,B,"well not mutts, but mixes you know like one or two mix"
13221,A,Uh-huh.
13222,B,and those dogs always seem to be the best dogs.
13223,A,That's what we found.
13224,A,"Ours is, uh, like a cockapoo."
13225,B,Uh-huh.
13226,A,I think it's half cocker spaniel and half poodle.
13227,B,Uh-huh.
13228,A,"But, it's a really good dog."
13229,B,Yeah.
13230,A,"I don't know,"
13231,A,"they seem to be, I mean, listen better or something."
13232,B,Uh-huh.
13233,A,Is your cat a purebred?
13234,B,No.
13235,B,"No,"
13236,B,it's just uh an accident
13237,B,"From a uh, from my, my son's friend down the street."
13238,B,They're their cat was an outside cat and just end up with some kittens
13239,A,Uh-huh.
13240,B,"and so,"
13241,A,Would you ever want a dog in the family?
13242,B,"Uh, we, I would."
13243,B,"We, uh, we had a dog that was a, uh, mix between an Alaska Malamute and a Labrador"
13244,A,Uh-huh.
13245,B,"and, uh, I should say a pup"
13246,B,and he was just too big for our kids when we got him
13247,A,Oh yeah.
13248,B,"and we, when we moved into our house that was the first thing we wanted to get was, uh, you know, was a pet"
13249,B,and it was a dog that we gotten
13250,B,"and he was, he was just too big."
13251,A,Uh-huh.
13252,B,"Uh, the kids couldn't handle him"
13253,B,and I was still going to school
13254,B,and my wife was working
13255,B,and I was working
13256,B,and so we just didn't have time to really train him
13257,B,"so he was kind of you know, he was too big for the kids to handle,"
13258,B,so he was just tied up to a post
13259,A,"Oh, yeah."
13260,B,"so we gave him to, uh,"
13261,B,"I don't know if you've,"
13262,B,"there is a place out here, uh, called Shorties Lane out here in Harrisville"
13263,A,Uh-huh.
13264,B,"and they have, uh,"
13265,B,I guess it's kind of an animal shelter
13266,B,but he just takes a few the animals in
13267,B,and some he destroys
13268,B,and some he keeps.
13269,A,Uh-huh.
13270,B,So we took him up there
13271,B,and he ended up keeping him.
13272,B,"Uh, cause he has had him for six or seven years."
13273,B,"We, we've, saw him just about a year ago"
13274,B,"and, uh, I thought boy that sure looks like that pup we gave away"
13275,A,Uh-huh.
13276,B,and so we asked him about it one day
13277,B,"and he said yeah,"
13278,B,he's been the best dog I've ever had in my life
13279,A,Wow.
13280,B,just goes everywhere with him.
13281,B,"I, he would have been a great, great dog."
13282,A,He just needed a lot of time.
13283,A,Uh-huh.
13284,B,Hey Steve.
13285,B,"Uh, They just, uh, they just started a recycling program here, I think."
13286,B,"Actually, this is my first experience with recycling program"
13287,B,"but, uh, instead of just like tossing everything away which I always felt bad about, uh, I am starting to split split stuff up."
13288,B,The only disadvantage is that they don't pick it up at the curb.
13289,B,They make me drive it like a mile down the road and spit it out down there.
13290,B,What are they doing up there?
13291,A,"Well, here in Saskatoon, uh, much the same thing."
13292,A,"There is no curb pick up of, uh, any of the recycled products."
13293,A,"Uh, we're in a community of about one hundred and eighty thousand people."
13294,A,"Uh, there are areas where we could, uh,"
13295,A,"actually we have a couple of the, uh, handicapped societies, types of places where the uh, one they do as just a recycling operation and then others they collect the paper and ship it to other retailers"
13296,A,"so, uh, we are able to, uh, have drop off bins for news papers and cardboard and that kind of thing"
13297,A,"and then there are, there's a uh, deposit program on plastic and glass containers. Well, primarily soft drink bottles"
13298,A,"and so we are able uh to take it to one of the uh, rehabilitation centers"
13299,A,and then they recycle the containers.
13300,A,They refund the deposit which is anywhere from five to fifteen cents a container
13301,A,"and then,"
13302,B,"The, the deposits only on like drink stuff."
13303,A,Right.
13304,B,Okay.
13305,A,"On the, on primarily on soft drink, pops and that kind of thing"
13306,B,Okay.
13307,A,"and, uh, so, they induce recycling of plastic and glass, soft drink containers."
13308,A,"Uh, we do have one of the scrape metal dealers that will accept tin and aluminum cans as well"
