,section,text
12222,METHODS,The two groups completed 15 minutes of imagery training followed immediately by 13 minutes of `` passing '' practice three times per week .
12223,METHODS,The PP group completed only 13 minutes of `` passing '' practice three times per week .
12224,METHODS,Each group performed its respective tasks for 7 weeks .
12225,METHODS,A pre-test took place during the first practice session in which `` passing '' was assessed .
12226,METHODS,"After the 7-week practice program , a post-test took place followed by a retention test , one `` no-practice '' week later ."
12227,RESULTS,All groups improved significantly ( P < 0.05 ) from pre - to post-test and retention test .
12228,RESULTS,"However , as hypothesised the PP+PI group improved more ( P < 0.05 ) than the PP+TI and PP groups ."
12229,CONCLUSIONS,"The findings , therefore , support the effectiveness of PETTLEP imagery in enhancing performance of passing skill in volleyball when combined with physical practice ."
12230,OBJECTIVE,"This multicenter , randomized , open-labeled , clinical trial evaluated the efficacy and safety of cisplatin/5-fluorouracil ( 5-FU ) hepatic arterial infusion chemotherapy ( CF-HAIC ) versus adriamycin adding to CF-HAIC ( ACF-HAIC ) in advanced HCC patients ."
12231,METHODS,"Fifty-six patients with advanced HCC were randomized to two treatment groups : ( 1 ) CF-HAIC group [ n = 29 , 5-FU , 500 mg/m ( 2 ) on days 1-3 , and cisplatin , 60 mg/m ( 2 ) on day 2 ] and ( 2 ) ACF-HAIC group [ n = 27 , adriamycin , 50 mg/m ( 2 ) on day 1 , 5-FU , 500 mg/m ( 2 ) on days 1-3 , and cisplatin , 60 mg/m ( 2 ) on day 2 ] every 4 weeks via an implantable port system ."
12232,METHODS,Primary efficacy endpoint was overall survival ( OS ) .
12233,METHODS,Treatment response and time to progression were secondary endpoints .
12234,RESULTS,Treatment response rates did not differ significantly between the two treatment groups .
12235,RESULTS,"Time to progression ( 5.4 vs. 5.8 months , P = 0.863 ) and OS ( 11.1 vs. 8.8 months , P = 0.448 ) were not significantly different ."
12236,RESULTS,"When the factors affecting patient OS were analyzed , disease control rate [ P < 0.001 , HR 6.437 ( 95 % CI 2.580-16 .064 ) ] was independently associated with OS ."
12237,RESULTS,"Age ( 60 years ) and serum AFP level ( 200 ng/dL ) also were significant factors for OS [ P = 0.007 , HR 4.945 ( 95 % CI 1.543-15 .850 ) , P = 0.048 , HR 2.677 ( 95 % CI 1.010-7 .095 ) , respectively ] ."
12238,RESULTS,Grade 4 treatment-related toxicity and mortality was not observed in both groups .
12239,CONCLUSIONS,"Although both HAIC regimens are safe and effective in patients with advanced HCC , HAIC adding adriamycin did not show delayed tumor progression and survival benefit compared to CF-HAIC in advanced HCC ."
12240,OBJECTIVE,To assess the effectiveness and safety on post-stroke dysphagia in chronic stage treated with magnetic-ball sticking therapy at the auricular points .
12241,METHODS,Ninety cases of post-apoplexy dysphagia in chronic stage were randomized into an auricular points group and an acupuncture group .
12242,METHODS,"In the auricular points group , the magnetic-ball sticking therapy was applied to subcortex ( pizhixia , AT4 ) , brainstem ( naogan , AT ( 3,4 i ) ) , mouth ( kou , CO1 ) , cheek ( mianjia , LO ( 5,6 i ) ) , tongue ( she , LO2 ) and throat ( yanhou , TG3 ) on one ear each time , and were changed on the other ear once every 3 days ."
12243,METHODS,"In the acupucnture group , acupuncture was applied to Feng-chi ( GB 20 ) , Yifeng ( TE 17 ) , Shanglianquan ( Extra ) , Jinjin ( EX-HN 12 ) , Yuye ( EX-HN 13 ) , Shuigou ( GV 26 ) and Tongli ( TH 5 ) , etc. ."
12244,METHODS,The needles were retained for 30 min in each treatment .
12245,METHODS,The treatment was gi-yen once a day in the two groups and the treatment of 6 days made one session .
12246,METHODS,There was 1 day at an interval among the sessions .
12247,METHODS,"Totally , 3 sessions of treatment were required ."
12248,METHODS,The video fluoroscopic swallowing study ( VFSS ) was performed for 4 kinds of food with different properties and shapes in each patient .
12249,METHODS,"The main indices were Rosenbek penetration-aspiration score , oral-retaining score and throat-retaining score ."
12250,METHODS,"The efficacy , and the incidences of aspiration pneumonia and malnutrition were compared between the two groups ."
12251,METHODS,"The nutrition indices were compared before and after treatment between the two groups , such as the skinfold thickness of triceps brachii muscle , serum albumin and peralbumin ."
12252,RESULTS,"In 21 days of treatment , in the auricular points group , the 1 mL liquid loversol Rosenbek penetration-aspiration score ( 1.51 + / - 0.69 ) , oral-retaining score ( 1.17 + / - 0.38 ) and throat-retaining score ( 1.30 + / - 0.66 ) were all lower than those ( 2.51 + / - 0.67 , 1.63 + / - 0.72 , 1.67 + / - 0.7 ) in the acupuncture group separately ."
12253,RESULTS,"The 10 mL liquid loversol Rosenbek penetration-aspiration score ( 2.27 + / - 0.65 ) , oral-retaining score ( 1.60 + / - 0.50 ) and throat-retaining score ( 1.49 + / - 0.51 ) were all lower than those ( 4.19 + / - 0.73 , 2.30 + / - 0.51 , 2.41 + / - 0.50 ) in the acupuncture group separately ."
12254,RESULTS,"The 10 mL paste loversol Rosenbek penetration-aspiration score ( 1.68 + / - 0.81 ) , oral-retaining score ( 1.11 + / - 0.31 ) and throat-retaining score ( 1.10 + / - 0.31 ) were all lower than those ( 3.91 + / - 0.68 , 1.63 + / - 0.76 , 1.60 + / - 0.76 ) in the acupuncture group separately ."
12255,RESULTS,"The 1/4 cake-form loversol Rosenbek penetration-aspiration score ( 2.60 + / - 0.65 ) , oral-retaining score ( 1.40 + / - 0.50 ) and throat-retaining score ( 1.74 + / - 0.49 ) were all lower than those ( 4.14 + / - 1.10 , 2.40 + / - 0.73 , 2.30 + / - 0.83 ) in the acupuncture group separately ."
12256,RESULTS,"The incidence of aspiration pneumonia was 14.9 % ( 7/47 ) in the auricular points group , which was lower than 55.0 % ( 22/40 ) in the acupuncture group ( P < 0.01 ) ."
12257,RESULTS,"The incidence of malnutrition was 8.5 % ( 4/47 ) in the auricular points group , which was lower than 50.0 % ( 20/40 ) in the acupuncture group ( P < 0.01 ) ."
12258,RESULTS,"In 21 days of treatment , the results of the skinfold thickness of triceps brachii muscle and serum albumin in the auricular points group were better than those in the acupuncture group ( both P < 0.05 ) ."
12259,CONCLUSIONS,The magnetic-ball sticking therapy at auricular points achieves the definite efficacy on post-stoke dysphagia in chronic stage and decreases the incidences of aspiration pneumonia and malnutrition .
12260,CONCLUSIONS,The efficacy of this therapy is better than acupuncture .
12261,OBJECTIVE,Several characteristics of bone-targeted agents are considered when making treatment decisions .
12262,OBJECTIVE,This study evaluated physicians ' therapy preferences for preventing skeletal-related events ( SREs ) in patients with bone metastases secondary to solid tumors .
12263,METHODS,"A Web-enabled , discrete-choice experiment online survey was conducted among physicians who treated patients with bone metastases and solid tumors in the United States ."
12264,METHODS,Respondents chose between pairs of hypothetical medications defined by combinations of six attributes at varying levels for two hypothetical patients .
12265,METHODS,Preference weights for attribute levels were estimated using a random-parameters logit model .
12266,RESULTS,"In total , 200 physicians completed the survey ."
12267,RESULTS,"Their mean age was 52 years , 57 % were in practice for more than 15 years , 37 % were oncologists , and 65 % treated 10 or fewer patients with bone metastases weekly ."
12268,RESULTS,Out-of-pocket cost to patients was the most important attribute overall .
12269,RESULTS,"Among clinical outcomes , time to first SRE and risk of renal impairment were the most important attributes ."
12270,RESULTS,"Statistically significant preferences were observed for all attribute levels for time to first SRE , risk of renal impairment , and mode of administration ."
12271,RESULTS,Predicted choice probability analysis showed that physicians preferred a hypothetical medication with attributes similar to those of denosumab over one with attributes similar to those of zoledronic acid .
12272,CONCLUSIONS,"Physicians indicated that clinical attributes are important when considering bone-targeting therapy for bone metastases , but consistent with the current health care landscape , patient out-of-pocket cost was the most important ."
12273,CONCLUSIONS,"With health care costs being increasingly shifted to patients , physicians require accurate information about co-pays and assistance programs to avoid patients receiving less costly , yet potentially inferior , treatment ."
12274,BACKGROUND,"Despite their positive motivation to quit , many smokers do not attempt to quit or relapse soon after their quit attempt ."
12275,BACKGROUND,This study investigated the predictors of successful and unsuccessful quit attempts among smokers motivated to quit smoking .
12276,METHODS,"We conducted secondary data analysis among respondents motivated to quit within 6 months , randomized to the control group ( N = 570 ) of a Web-based smoking cessation intervention study ."
12277,METHODS,"Using chi-square tests and ANOVA with Tukey post hoc comparisons , we investigated baseline differences by smoking status ( successful quitter/relapse/persistent smoker ) assessed after 6 weeks ( N = 214 ) ."
12278,METHODS,"To identify independent predictors of smoking status , multivariate multinomial logistic regression analyses were conducted ."
12279,RESULTS,Successful quitters at 6-week follow-up ( 26 % ) had reported significantly higher baseline levels of self-efficacy than relapsers ( 45 % ) and persistent smokers ( 29 % ) .
12280,RESULTS,"Furthermore , both successful quitters and relapsers had reported a significantly higher baseline intention to quit than persistent smokers and successful quitters had reported significantly more preparatory planning at baseline than persistent smokers ."
12281,RESULTS,"Results from regression analyses showed that smokers ' baseline intention to quit positively predicted quit attempts reported after 6 weeks , while self-efficacy positively predicted quit attempt success ."
12282,CONCLUSIONS,Different factors appear to play a role in predicting quit attempts and their success .
